DAILY_REF_0,D,1/4/1999,92.5,93.25,90.75,91.5,4077500,0
DAILY_REF_0,D,1/5/1999,91.5,94.94,91.405,94.815,4955900,0
DAILY_REF_0,D,1/6/1999,95.155,96.375,94.25,94.375,4775300,0
DAILY_REF_0,D,1/7/1999,93.97,96.19,93.5,95.095,4155300,0
DAILY_REF_0,D,1/8/1999,95.5,96,92.815,93.78,4593100,0
DAILY_REF_0,D,1/11/1999,94.5,94.72,93.5,94.625,3631300,0
DAILY_REF_0,D,1/12/1999,95,95,92,92.53,3382800,0
DAILY_REF_0,D,1/13/1999,91.5,93.72,89.75,92.75,4954200,0
DAILY_REF_0,D,1/14/1999,91.815,92.47,89.44,90.315,4500000,0
DAILY_REF_0,D,1/15/1999,91.125,92.75,90.625,92.47,3397500,0
DAILY_REF_0,D,1/19/1999,93.875,96.25,92.75,96.125,4204500,0
DAILY_REF_0,D,1/20/1999,97.5,99.625,96.315,97.25,6321400,0
DAILY_REF_0,D,1/21/1999,98.815,99.125,96.03,98.5,10203600,0
DAILY_REF_0,D,1/22/1999,92,92.75,88.815,89.875,19043900,0
DAILY_REF_0,D,1/25/1999,91.125,91.315,86.75,91,11692000,0
DAILY_REF_0,D,1/26/1999,91.875,93.25,90.94,92.815,9553300,0
DAILY_REF_0,D,1/27/1999,93.405,93.405,88.905,89.155,8920300,0
DAILY_REF_0,D,1/28/1999,89.75,90.655,88.78,89.345,5970900,0
DAILY_REF_0,D,1/29/1999,89.345,91.97,89.25,91.625,5062300,0
DAILY_REF_0,D,2/1/1999,92.25,92.25,89.75,89.875,3705600,0
DAILY_REF_0,D,2/2/1999,89.78,90.345,87.5,88.375,5865600,0
DAILY_REF_0,D,2/3/1999,87.94,88.5,86.53,87.625,5603000,0
DAILY_REF_0,D,2/4/1999,87.595,88.25,84.625,84.78,5811900,0
DAILY_REF_0,D,2/5/1999,85.22,85.5,82.28,83,8483800,0
DAILY_REF_0,D,2/8/1999,83.5,84.44,81.565,83.5,5995200,0
DAILY_REF_0,D,2/9/1999,83.5,84.75,80.875,81.375,5408800,0
DAILY_REF_0,D,2/10/1999,81.25,84.44,81.25,84.44,5430500,0
DAILY_REF_0,D,2/11/1999,85.125,89.405,84.065,89.25,6283800,0
DAILY_REF_0,D,2/12/1999,88.125,88.125,85.595,86.375,5834800,0
DAILY_REF_0,D,2/16/1999,87.5,89.125,85.97,86.25,4515500,0
DAILY_REF_0,D,2/17/1999,85.25,87.155,84.405,85.25,4493300,0
DAILY_REF_0,D,2/18/1999,86,87.25,85.095,87.125,4346100,0
DAILY_REF_0,D,2/19/1999,87.19,87.375,85.5,85.815,3700300,0
DAILY_REF_0,D,2/22/1999,86.125,88.97,85.53,88.97,4600200,0
DAILY_REF_0,D,2/23/1999,89,90,87.875,88.47,4557200,0
DAILY_REF_0,D,2/24/1999,88.625,89.845,86.565,86.875,4323600,0
DAILY_REF_0,D,2/25/1999,86,86.97,84.655,86.815,5237500,0
DAILY_REF_0,D,2/26/1999,85.5,85.94,83.25,84.875,7404100,0
DAILY_REF_0,D,3/1/1999,84.75,84.75,82.565,84.19,4798400,0
DAILY_REF_0,D,3/2/1999,85.25,85.47,83.44,83.875,4372800,0
DAILY_REF_0,D,3/3/1999,84.25,84.47,82.53,83.375,3872300,0
DAILY_REF_0,D,3/4/1999,86.75,88.5,85.065,85.5,10750800,0
DAILY_REF_0,D,3/5/1999,86.94,89.47,86.875,89.19,5804800,0
DAILY_REF_0,D,3/8/1999,89.315,90,88.53,89.44,3785500,0
DAILY_REF_0,D,3/9/1999,89.94,92.44,89.28,91.095,5014800,0
DAILY_REF_0,D,3/10/1999,90.815,91.44,90.125,90.75,3507700,0
DAILY_REF_0,D,3/11/1999,91.19,92.97,90.75,91.44,4298800,0
DAILY_REF_0,D,3/12/1999,91.345,91.72,89,89,4842500,0
DAILY_REF_0,D,3/15/1999,89.595,91.155,88.565,91,3952200,0
DAILY_REF_0,D,3/16/1999,91,91.75,90.095,90.5,3304700,0
DAILY_REF_0,D,3/17/1999,89.75,90,89,89.03,3462000,0
DAILY_REF_0,D,3/18/1999,88.75,88.875,86.47,88.815,7253900,0
DAILY_REF_0,D,3/19/1999,88.315,89,84,84.28,9753100,0
DAILY_REF_0,D,3/22/1999,84.345,85.25,83.315,83.5,5953000,0
DAILY_REF_0,D,3/23/1999,83.5,83.815,82,82.69,5011700,0
DAILY_REF_0,D,3/24/1999,84,85.25,83.25,84.75,5910800,0
DAILY_REF_0,D,3/25/1999,86,86.625,84.75,85.655,4916900,0
DAILY_REF_0,D,3/26/1999,85.53,87.94,85.28,86.19,4135000,0
DAILY_REF_0,D,3/29/1999,87.5,89.375,87.19,88.94,4054200,0
DAILY_REF_0,D,3/30/1999,88.5,90.625,88.44,89.28,3735300,0
DAILY_REF_0,D,3/31/1999,90,90.75,88.25,88.625,2921900,0
DAILY_REF_0,D,4/1/1999,88.655,88.845,87.345,88.5,2658400,0
DAILY_REF_0,D,4/5/1999,89.5,91.97,89.28,91.97,4624400,0
DAILY_REF_0,D,4/6/1999,91.565,93.375,91.095,91.5,4372200,0
DAILY_REF_0,D,4/7/1999,92,93.815,89.53,93.25,5831600,0
DAILY_REF_0,D,4/8/1999,93,94.03,91.155,93.5,4268600,0
DAILY_REF_0,D,4/9/1999,92.815,94.03,92,93.155,3059200,0
DAILY_REF_0,D,4/12/1999,91.75,91.815,90.53,91.72,4495500,0
DAILY_REF_0,D,4/13/1999,92,92,89.97,90,3425000,0
DAILY_REF_0,D,4/14/1999,91.375,91.94,88.815,89.69,3630800,0
DAILY_REF_0,D,4/15/1999,89.75,89.75,86.75,88.875,4168100,0
DAILY_REF_0,D,4/16/1999,88.75,88.75,85.065,85.19,5966900,0
DAILY_REF_0,D,4/19/1999,85.44,86.155,82.03,83.375,7692800,0
DAILY_REF_0,D,4/20/1999,83.5,84.875,81.5,84.875,7362500,0
DAILY_REF_0,D,4/21/1999,84.875,85.94,82.565,85.94,6581300,0
DAILY_REF_0,D,4/22/1999,98.625,99.375,96.345,97.25,19587700,0
DAILY_REF_0,D,4/23/1999,96.69,103.28,96.47,99.875,10378600,0
DAILY_REF_0,D,4/26/1999,102.375,105.375,101.155,104.94,9334700,0
DAILY_REF_0,D,4/27/1999,106,107.625,104.25,106,10467200,0
DAILY_REF_0,D,4/28/1999,104.625,105.25,101.75,102.5,5671400,0
DAILY_REF_0,D,4/29/1999,102.5,104.5,101.72,102.405,5645000,0
DAILY_REF_0,D,4/30/1999,104.25,105.5,101.72,104.595,4518600,0
DAILY_REF_0,D,5/3/1999,104,106.125,103.155,106.125,4519500,0
DAILY_REF_0,D,5/4/1999,106.125,107.94,105.69,106,5569700,0
DAILY_REF_0,D,5/5/1999,106.065,106.25,103.655,106.065,4239700,0
DAILY_REF_0,D,5/6/1999,105.94,107,104,104.625,4175300,0
DAILY_REF_0,D,5/7/1999,105.625,108.75,105.53,108.625,4995300,0
DAILY_REF_0,D,5/10/1999,108.625,110.94,108.53,109.315,4776600,0
DAILY_REF_0,D,5/11/1999,110.25,110.94,108.75,110.5,4190000,0
DAILY_REF_0,D,5/12/1999,110.565,114.22,107.75,112.75,6035300,0
DAILY_REF_0,D,5/13/1999,117,123,117,123,12168900,0
DAILY_REF_0,D,5/14/1999,120.75,121.75,118,119.625,9040800,0
DAILY_REF_0,D,5/17/1999,118,119.815,116,118.75,5780300,0
DAILY_REF_0,D,5/18/1999,119.125,120.315,118.5,119.25,4320800,0
DAILY_REF_0,D,5/19/1999,119.125,119.375,116.53,117.94,3899100,0
DAILY_REF_0,D,5/20/1999,117.815,118.19,116.25,116.44,3221400,0
DAILY_REF_0,D,5/21/1999,116.375,116.69,114.595,115.19,3455500,0
DAILY_REF_0,D,5/24/1999,115.155,115.345,110.875,111.875,4304200,0
DAILY_REF_0,D,5/25/1999,111.25,113,110.5,110.595,4703900,0
DAILY_REF_0,D,5/26/1999,111.5,118.315,110.72,118.125,8316300,0
DAILY_REF_0,D,5/27/1999,116.69,116.87,112.62,116,10553900,0
DAILY_REF_0,D,5/28/1999,116,116.75,114.19,116,6384800,0
DAILY_REF_0,D,6/1/1999,113.62,113.87,111.19,112,7163300,0
DAILY_REF_0,D,6/2/1999,111.75,114.62,109.44,113.75,7007800,0
DAILY_REF_0,D,6/3/1999,114.56,115.31,111.56,112.94,5114100,0
DAILY_REF_0,D,6/4/1999,113.62,116,112.44,116,5263800,0
DAILY_REF_0,D,6/7/1999,118.12,121.69,117.5,120.5,6666100,0
DAILY_REF_0,D,6/8/1999,119.87,119.87,116.06,116.62,7398400,0
DAILY_REF_0,D,6/9/1999,116.62,120.87,116.56,117,5575000,0
DAILY_REF_0,D,6/10/1999,115.87,116.75,113.31,115.25,4852300,0
DAILY_REF_0,D,6/11/1999,115.06,116.5,112.56,114.31,4298100,0
DAILY_REF_0,D,6/14/1999,115.87,116,114,115.5,4900500,0
DAILY_REF_0,D,6/15/1999,117.5,118.31,114.75,115.87,4887700,0
DAILY_REF_0,D,6/16/1999,119.87,121.5,118.87,120.69,6964800,0
DAILY_REF_0,D,6/17/1999,119.25,122,119,120.19,4679200,0
DAILY_REF_0,D,6/18/1999,120.19,121.44,119.75,120.75,9165000,0
DAILY_REF_0,D,6/21/1999,122.87,125.75,122.62,124.75,6469800,0
DAILY_REF_0,D,6/22/1999,123.87,127.75,123,123.37,6792000,0
DAILY_REF_0,D,6/23/1999,122.25,124.19,121.75,122.94,4423800,0
DAILY_REF_0,D,6/24/1999,123.12,124.44,121.56,122.56,5231900,0
DAILY_REF_0,D,6/25/1999,123.31,125.75,123.12,123.12,4565600,0
DAILY_REF_0,D,6/28/1999,124,124.69,122.19,122.56,6235200,0
DAILY_REF_0,D,6/29/1999,123,125.31,122.75,124.62,5225900,0
DAILY_REF_0,D,6/30/1999,124.81,132,124.37,129.25,8261400,0
DAILY_REF_0,D,7/1/1999,130,131.31,128,131,5912500,0
DAILY_REF_0,D,7/2/1999,130.88,132.25,129.5,132.25,3545600,0
DAILY_REF_0,D,7/6/1999,132.5,133.88,130.81,131,5714500,0
DAILY_REF_0,D,7/7/1999,131,133.5,130.63,132.81,6653900,0
DAILY_REF_0,D,7/8/1999,132.5,135.5,132.13,134,6094500,0
DAILY_REF_0,D,7/9/1999,134,137.44,133.88,137.38,4799200,0
DAILY_REF_0,D,7/12/1999,137.44,138.69,135.38,137.81,5050800,0
DAILY_REF_0,D,7/13/1999,135.75,139.19,135.75,137.88,5648900,0
DAILY_REF_0,D,7/14/1999,138.31,138.5,136.19,137.25,4726300,0
DAILY_REF_0,D,7/15/1999,138,138.13,134.5,136.31,5585600,0
DAILY_REF_0,D,7/16/1999,136.38,137.5,135.38,136.25,5124800,0
DAILY_REF_0,D,7/19/1999,136.5,138.88,133.69,134.63,7630200,0
DAILY_REF_0,D,7/20/1999,132,132.13,126.06,128.25,14311600,0
DAILY_REF_0,D,7/21/1999,127.5,129.75,126.87,129,8793600,0
DAILY_REF_0,D,7/22/1999,127.62,128.5,123.5,123.87,8874200,0
DAILY_REF_0,D,7/23/1999,124,125.44,122.62,124.81,6966600,0
DAILY_REF_0,D,7/26/1999,123.62,125.12,122.75,123,5525500,0
DAILY_REF_0,D,7/27/1999,125,126.5,123.56,126.25,6515500,0
DAILY_REF_0,D,7/28/1999,126.37,128.69,125.81,128.38,5291900,0
DAILY_REF_0,D,7/29/1999,126.25,126.62,124.62,125.37,5711700,0
DAILY_REF_0,D,7/30/1999,125.94,126.69,124.37,125.69,4327700,0
DAILY_REF_0,D,8/2/1999,124,126,121.81,122.25,4568000,0
DAILY_REF_0,D,8/3/1999,122.75,123.12,118.19,119.37,6859200,0
DAILY_REF_0,D,8/4/1999,120,121.87,118.06,118.5,5757500,0
DAILY_REF_0,D,8/5/1999,120,124,117.56,123.19,7367000,0
DAILY_REF_0,D,8/6/1999,122,127,121,123.5,6144100,0
DAILY_REF_0,D,8/9/1999,123.62,124.44,121.12,122.19,4052700,0
DAILY_REF_0,D,8/10/1999,121.5,122.5,118.94,119.31,5849700,0
DAILY_REF_0,D,8/11/1999,120.12,123.75,119.81,123.31,5544700,0
DAILY_REF_0,D,8/12/1999,123.75,123.81,121,121.12,5032200,0
DAILY_REF_0,D,8/13/1999,122.75,124.5,122,123.37,4400600,0
DAILY_REF_0,D,8/16/1999,125,127.87,124.5,127.37,4894100,0
DAILY_REF_0,D,8/17/1999,128.5,128.56,126.56,128.5,5140000,0
DAILY_REF_0,D,8/18/1999,128.38,129.63,123.5,123.87,6610900,0
DAILY_REF_0,D,8/19/1999,123.87,124.87,121.25,122.94,7585200,0
DAILY_REF_0,D,8/20/1999,124.37,124.37,121.06,121.75,5963100,0
