5-12-1996,1,2,3,4,5,6
5-22-1996,2010.0011,4010.0011,1010.0011,3010.0011,5010.0011,6010.0011
5-23-1996,2011.0012,4011.0012,1011.0012,3011.0012,5011.0012,6011.0012
5-24-1996,2012.0013,4012.0013,1012.0013,3012.0013,5012.0013,6012.0013
6-8-1996,2026.0027,4026.00270000001,1026.0027,3026.00270000001,5026.00270000001,6026.00270000001
6-9-1996,2027.0028,4027.00280000001,1027.0028,3027.00280000001,5027.00280000001,6027.00280000001
6-18-1996,2036.0037,4036.00370000001,1036.0037,3036.00370000001,5036.00370000001,6036.00370000001
6-26-1996,2044.0045,4044.00450000001,1044.0045,3044.00450000001,5044.00450000001,6044.00450000001
7-1-1996,2050.0051,4050.00510000001,1050.0051,3050.00510000001,5050.00510000001,6050.00510000001
7-7-1996,2056.0057,4056.00570000001,1056.0057,3056.00570000001,5056.00570000001,6056.00570000001
7-8-1996,2057.0058,4057.00580000001,1057.0058,3057.00580000001,5057.00580000001,6057.00580000001
7-10-1996,2059.006,4059.00600000001,1059.006,3059.00600000001,5059.00600000001,6059.00600000001
7-12-1996,2061.0062,4061.00620000001,1061.0062,3061.00620000001,5061.00620000001,6061.00620000001
7-15-1996,2064.0065,4064.00650000001,1064.0065,3064.00650000001,5064.00650000001,6064.00650000001
7-22-1996,2071.0072,4071.00720000001,1071.0072,3071.00720000001,5071.00720000001,6071.00720000001
7-23-1996,2072.0073,4072.00730000001,1072.0073,3072.00730000001,5072.00730000001,6072.00730000001
7-24-1996,2073.0074,4073.00740000001,1073.0074,3073.00740000001,5073.00740000001,6073.00740000001
7-26-1996,2075.0076,4075.00760000002,1075.0076,3075.00760000002,5075.00760000002,6075.00760000002
7-27-1996,2076.0077,4076.00770000002,1076.0077,3076.00770000002,5076.00770000002,6076.00770000002
7-31-1996,2080.00810000001,4080.00810000002,1080.0081,3080.00810000002,5080.00810000002,6080.00810000002
8-2-1996,2082.00830000001,4082.00830000002,1082.0083,3082.00830000002,5082.00830000002,6082.00830000002
8-4-1996,2084.00850000001,4084.00850000002,1084.0085,3084.00850000002,5084.00850000002,6084.00850000002
8-5-1996,1,2,3,4,5,6
8-6-1996,1,2,3,4,5,6
8-7-1996,1,2,3,4,5,6
8-8-1996,1,2,3,4,5,6
8-9-1996,1,2,3,4,5,6
8-10-1996,1,2,3,4,5,6
8-11-1996,1,2,3,4,5,6
8-12-1996,1,2,3,4,5,6
8-13-1996,1,2,3,4,5,6
8-14-1996,2094.00950000001,4094.00950000002,1094.0095,3094.00950000002,5094.00950000002,6094.00950000002
8-15-1996,2095.00960000001,4095.00960000002,1095.0096,3095.00960000002,5095.00960000002,6095.00960000002
8-16-1996,2096.00970000001,4096.00970000002,1096.0097,3096.00970000002,5096.00970000002,6096.00970000002
8-17-1996,1,2,3,4,5,6
8-18-1996,1,2,3,4,5,6
8-19-1996,1,2,3,4,5,6
8-20-1996,1,2,3,4,5,6
8-21-1996,1,2,3,4,5,6
8-22-1996,1,2,3,4,5,6
8-23-1996,1,2,3,4,5,6
8-24-1996,1,2,3,4,5,6
8-25-1996,1,2,3,4,5,6
8-26-1996,1,2,3,4,5,6
8-27-1996,1,2,3,4,5,6
8-28-1996,1,2,3,4,5,6
8-29-1996,1,2,3,4,5,6
8-30-1996,2110.01110000001,4110.01110000002,1110.0111,3110.01110000002,5110.01110000002,6110.01110000002
9-1-1996,2111.01120000001,4111.01120000002,1111.0112,3111.01120000002,5111.01120000002,6111.01120000002
9-2-1996,1,2,3,4,5,6
9-3-1996,1,2,3,4,5,6
9-4-1996,1,2,3,4,5,6
9-5-1996,1,2,3,4,5,6
9-6-1996,1,2,3,4,5,6
9-7-1996,1,2,3,4,5,6
9-8-1996,1,2,3,4,5,6
9-9-1996,1,2,3,4,5,6
9-10-1996,2120.01210000001,4120.01210000002,1120.0121,3120.01210000002,5120.01210000002,6120.01210000002
9-11-1996,1,2,3,4,5,6
9-12-1996,1,2,3,4,5,6
9-13-1996,1,2,3,4,5,6
9-14-1996,1,2,3,4,5,6
9-15-1996,1,2,3,4,5,6
9-16-1996,1,2,3,4,5,6
9-17-1996,1,2,3,4,5,6
9-18-1996,2128.01290000002,4128.01290000003,1128.0129,3128.01290000003,5128.01290000003,6128.01290000003
9-19-1996,1,2,3,4,5,6
9-20-1996,1,2,3,4,5,6
9-21-1996,1,2,3,4,5,6
9-22-1996,1,2,3,4,5,6
9-23-1996,1,2,3,4,5,6
9-24-1996,2134.01350000002,4134.01350000003,1134.0135,3134.01350000003,5134.01350000003,6134.01350000003
9-25-1996,1,2,3,4,5,6
9-26-1996,1,2,3,4,5,6
9-27-1996,1,2,3,4,5,6
9-28-1996,1,2,3,4,5,6
9-29-1996,1,2,3,4,5,6
9-30-1996,2140.01410000002,4140.01410000003,1140.0141,3140.01410000003,5140.01410000003,6140.01410000003
9-31-1996,2141.01420000002,4141.01420000003,1141.0142,3141.01420000003,5141.01420000003,6141.01420000003
10-1-1996,1,2,3,4,5,6
10-2-1996,2143.01440000002,4143.01440000003,1143.0144,3143.01440000003,5143.01440000003,6143.01440000003
10-3-1996,1,2,3,4,5,6
10-4-1996,2145.01460000002,4145.01460000003,1145.0146,3145.01460000003,5145.01460000003,6145.01460000003
10-5-1996,1,2,3,4,5,6
10-6-1996,1,2,3,4,5,6
10-7-1996,2148.01490000002,4148.01490000003,1148.0149,3148.01490000003,5148.01490000003,6148.01490000003
10-8-1996,1,2,3,4,5,6
10-9-1996,1,2,3,4,5,6
10-10-1996,1,2,3,4,5,6
10-11-1996,1,2,3,4,5,6
10-12-1996,1,2,3,4,5,6
10-13-1996,1,2,3,4,5,6
10-14-1996,2155.01560000002,4155.01560000003,1155.0156,3155.01560000003,5155.01560000003,6155.01560000003
10-15-1996,2156.01570000002,4156.01570000003,1156.0157,3156.01570000003,5156.01570000003,6156.01570000003
10-16-1996,2157.01580000002,4157.01580000003,1157.0158,3157.01580000003,5157.01580000003,6157.01580000003
10-17-1996,1,2,3,4,5,6
10-18-1996,2159.01600000002,4159.01600000003,1159.016,3159.01600000003,5159.01600000003,6159.01600000003
10-19-1996,2160.01610000002,4160.01610000003,1160.0161,3160.01610000003,5160.01610000003,6160.01610000003
10-20-1996,1,2,3,4,5,6
10-21-1996,1,2,3,4,5,6
10-22-1996,1,2,3,4,5,6
10-23-1996,2164.01650000002,4164.01650000003,1164.0165,3164.01650000003,5164.01650000003,6164.01650000003
10-24-1996,1,2,3,4,5,6
10-25-1996,2166.01670000002,4166.01670000003,1166.0167,3166.01670000003,5166.01670000003,6166.01670000003
10-26-1996,1,2,3,4,5,6
10-27-1996,2168.01690000002,4168.01690000003,1168.0169,3168.01690000003,5168.01690000003,6168.01690000003
10-28-1996,1,2,3,4,5,6
10-29-1996,1,2,3,4,5,6
10-30-1996,1,2,3,4,5,6
11-1-1996,1,2,3,4,5,6
11-2-1996,1,2,3,4,5,6
11-3-1996,1,2,3,4,5,6
11-4-1996,1,2,3,4,5,6
11-5-1996,1,2,3,4,5,6
11-6-1996,1,2,3,4,5,6
11-7-1996,2178.01790000003,4178.01790000004,1178.0179,3178.01790000004,5178.01790000004,6178.01790000004
